State,Month,Victim Sex,Victim Race,Victim Count,Target_Solved,Decade,Victim Age Group,Weapon Grouped,Agency Grouped,Relationship Grouped,Cluster_ID,Solve_Probability,Cold_Case_Risk_Score,Predicted_Solved,SHAP_Feature_1,SHAP_Feature_2,SHAP_Feature_3,SHAP_Feature_4,SHAP_Feature_5
California,March,Male,Black,0,0,1980s,Young Adult,Firearm,Municipal,Unknown,0,0.1785661310762482,82.14338689237518,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger,State_California
Oregon,August,Male,Native American/Alaska Native,0,1,1980s,Young Adult,Firearm,Sheriff,Known,-1,0.9504106623620681,4.958933763793199,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_Sheriff,Agency Grouped_Municipal,Relationship Grouped_Intimate Partner
Georgia,November,Male,White,0,1,1990s,Adult,Firearm,Sheriff,Stranger,-1,0.8555116094530437,14.448839054695622,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,State_California,Relationship Grouped_Known,Agency Grouped_Sheriff
Alaska,April,Male,White,0,1,2000s,Adult,Firearm,Municipal,Stranger,-1,0.9034906159626022,9.65093840373978,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Decade_2000s,Relationship Grouped_Known,State_California
New York,November,Female,Black,0,0,1980s,Young Adult,Blunt Object,Municipal,Unknown,4,0.14788680225139716,85.21131977486029,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_New York,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger
California,November,Male,White,0,1,1980s,Adult,Firearm,Municipal,Unknown,-1,0.1935557652728509,80.6444234727149,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,State_California,Relationship Grouped_Stranger
Pennsylvania,November,Female,White,2,1,1990s,Teen,Firearm,State,Known,-1,0.9708793178628835,2.9120682137116454,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_State,Victim Count,Victim Age Group_Teen
California,July,Male,White,0,0,2010s,Adult,Knife,Municipal,Unknown,0,0.26406909888872976,73.59309011112703,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2010s,Weapon Grouped_Knife,State_California
Arkansas,June,Male,Black,0,1,2010s,Young Adult,Firearm,Municipal,Unknown,-1,0.2860947989202124,71.39052010797876,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Arkansas,Decade_2010s,Relationship Grouped_Stranger
Arizona,October,Male,White,0,0,1990s,Young Adult,Personal Violence,Municipal,Unknown,0,0.15775808789683876,84.22419121031612,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,Weapon Grouped_Personal Violence
Virginia,June,Male,Black,0,1,1990s,Adult,Blunt Object,Municipal,Known,-1,0.9446342945226207,5.53657054773793,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Virginia,Relationship Grouped_Intimate Partner,Decade_1990s
Texas,August,Female,White,0,1,1980s,Young Adult,Firearm,Municipal,Intimate Partner,-1,0.9855191113587968,1.4480888641203198,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Sex_Male,State_Texas
Texas,March,Male,White,0,1,1990s,Senior,Firearm,Sheriff,Stranger,-1,0.9490201326530973,5.097986734690279,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,State_Texas,Relationship Grouped_Known,State_California
California,October,Male,White,0,1,1990s,Adult,Blunt Object,Municipal,Known,-1,0.9192187313905822,8.07812686094178,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_California,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
California,September,Male,Black,0,1,1990s,Young Adult,Firearm,Municipal,Stranger,-1,0.6272028530630924,37.27971469369076,1,Relationship Grouped_Unknown,State_California,Relationship Grouped_Stranger,Relationship Grouped_Known,Decade_2000s
Arizona,February,Female,White,0,0,1980s,Senior,Unknown,Sheriff,Unknown,2,0.11090533289900673,88.90946671009932,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger
New Jersey,July,Male,Black,0,0,1980s,Young Adult,Firearm,Municipal,Unknown,4,0.16584875263274068,83.41512473672593,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,State_New Jersey
Illinois,September,Male,Black,0,0,2010s,Adult,Firearm,Municipal,Unknown,1,0.15170646853700476,84.82935314629952,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,State_Illinois
Connecticut,May,Female,White,0,1,1980s,Adult,Blunt Object,State,Known,-1,0.9421937705762284,5.7806229423771605,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_State,Relationship Grouped_Intimate Partner,State_California
Pennsylvania,June,Male,Black,0,1,1990s,Young Adult,Firearm,Municipal,Unknown,-1,0.21327788637620826,78.67221136237917,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Pennsylvania,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
Pennsylvania,July,Male,Black,0,1,2000s,Teen,Firearm,Municipal,Known,-1,0.9550714510304157,4.492854896958433,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Pennsylvania,Victim Age Group_Teen,Decade_2000s
California,September,Male,Black,0,0,2010s,Adult,Firearm,Municipal,Unknown,1,0.1512782343225355,84.87217656774645,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_California,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
West Virginia,January,Male,White,0,1,1990s,Young Adult,Firearm,Municipal,Known,-1,0.9485805147089785,5.141948529102152,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_West Virginia,Relationship Grouped_Intimate Partner,State_California
Tennessee,November,Male,Black,0,1,1990s,Teen,Firearm,Municipal,Known,-1,0.9594393696040886,4.056063039591142,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Tennessee,Victim Age Group_Teen,Relationship Grouped_Intimate Partner
California,September,Male,White,0,0,1980s,Young Adult,Firearm,Municipal,Unknown,0,0.20389846969259962,79.61015303074004,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger,State_California
South Carolina,June,Male,Black,0,1,1990s,Adult,Firearm,Municipal,Family,-1,0.8676069931425641,13.23930068574359,1,Relationship Grouped_Unknown,State_South Carolina,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,State_California
Alabama,June,Female,Black,0,1,2000s,Young Adult,Firearm,Municipal,Unknown,-1,0.19142505136570886,80.85749486342911,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger,Decade_2000s
Florida,June,Male,White,0,1,1980s,Young Adult,Firearm,Sheriff,Stranger,-1,0.8189350840278862,18.106491597211377,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Relationship Grouped_Known,Agency Grouped_Sheriff,State_California
North Carolina,November,Female,White,0,1,1980s,Child,Knife,Sheriff,Known,-1,0.9618477342710209,3.815226572897908,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Victim Age Group_Child,Agency Grouped_Sheriff,State_North Carolina
Oklahoma,March,Male,White,0,1,1980s,Young Adult,Knife,Municipal,Stranger,-1,0.8630709718991304,13.692902810086958,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,State_Oklahoma,Relationship Grouped_Known,State_California
Alaska,December,Male,Native American/Alaska Native,0,1,1980s,Young Adult,Firearm,Municipal,Known,-1,0.9373592672718991,6.2640732728100845,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,State_California,State_New York
New Jersey,January,Male,White,0,0,1990s,Senior,Blunt Object,Municipal,Unknown,0,0.17002996525182912,82.99700347481709,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,Victim Race_White
Georgia,September,Male,Black,0,1,1990s,Young Adult,Firearm,Sheriff,Known,-1,0.9525638441029135,4.743615589708646,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_Sheriff,State_California,Relationship Grouped_Intimate Partner
Maryland,February,Female,Black,0,1,2000s,Adult,Knife,County,Intimate Partner,-1,0.9858113042450003,1.4188695754999656,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Weapon Grouped_Knife,Decade_2000s
Pennsylvania,December,Male,White,1,0,2000s,Adult,Unknown,State,Unknown,1,0.44582404251200125,55.417595748799876,0,Relationship Grouped_Unknown,Agency Grouped_State,State_Pennsylvania,Relationship Grouped_Known,Decade_2000s
Texas,October,Male,White,0,0,2000s,Adult,Unknown,Municipal,Unknown,2,0.19839499989920284,80.16050001007972,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Decade_2000s,Weapon Grouped_Unknown
California,February,Male,Black,0,0,2010s,Young Adult,Firearm,Municipal,Unknown,0,0.15382478350404727,84.61752164959528,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_California,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
Pennsylvania,December,Male,Black,0,0,2010s,Adult,Firearm,Municipal,Unknown,1,0.2313928220458954,76.86071779541047,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Pennsylvania,Decade_2010s,Relationship Grouped_Stranger
Alabama,October,Male,White,0,1,1980s,Senior,Firearm,Municipal,Family,-1,0.8106175732306935,18.938242676930653,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Victim Race_White,State_California
Minnesota,March,Male,Native American/Alaska Native,0,1,1990s,Adult,Firearm,Municipal,Stranger,-1,0.8592228483771459,14.07771516228541,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Relationship Grouped_Known,State_California,Decade_1990s
Alabama,July,Male,Black,0,1,2000s,Teen,Firearm,Municipal,Known,-1,0.9519958465129004,4.800415348709968,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Victim Age Group_Teen,Decade_2000s,Relationship Grouped_Intimate Partner
California,April,Male,White,0,1,1980s,Adult,Knife,Municipal,Unknown,-1,0.20946849666017198,79.0531503339828,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger
Indiana,July,Male,Black,0,0,2010s,Young Adult,Firearm,Municipal,Unknown,4,0.1867167328383149,81.3283267161685,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Decade_2010s,Relationship Grouped_Intimate Partner
Arizona,January,Male,White,0,1,2010s,Adult,Firearm,Municipal,Intimate Partner,-1,0.9522257615527926,4.77742384472074,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Decade_2010s,Victim Race_White
California,May,Male,Unknown,0,0,2000s,Senior,Knife,Municipal,Unknown,1,0.20179300405856926,79.82069959414308,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,State_California,Relationship Grouped_Stranger
California,December,Male,White,0,1,2010s,Young Adult,Other,Municipal,Known,-1,0.9324648431948475,6.753515680515256,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2010s,State_California,Relationship Grouped_Intimate Partner
Georgia,February,Female,Black,0,0,2000s,Adult,Blunt Object,Sheriff,Unknown,1,0.2780502301705109,72.19497698294892,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_Sheriff,Decade_2000s,Relationship Grouped_Intimate Partner
New York,July,Male,White,0,0,1990s,Young Adult,Firearm,Municipal,Unknown,0,0.17641841064223707,82.35815893577629,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_New York,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
Louisiana,July,Male,White,0,0,1990s,Adult,Blunt Object,Municipal,Unknown,0,0.18002419854952179,81.99758014504782,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,Victim Race_White
Wisconsin,August,Male,Black,0,1,1990s,Young Adult,Firearm,Municipal,Stranger,-1,0.8519152686344044,14.808473136559563,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,State_Wisconsin,Relationship Grouped_Known,State_California
Texas,December,Male,Black,0,0,1990s,Adult,Firearm,Municipal,Unknown,3,0.18949763751491533,81.05023624850847,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,State_Texas
Texas,September,Male,White,0,1,1980s,Adult,Firearm,Sheriff,Known,-1,0.9729946561960542,2.7005343803945765,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_Sheriff,State_Texas,Relationship Grouped_Intimate Partner
California,August,Male,Black,0,0,1990s,Adult,Firearm,Sheriff,Unknown,1,0.17082500496692465,82.91749950330754,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_California,Relationship Grouped_Intimate Partner,Agency Grouped_Sheriff
California,February,Male,White,0,1,1990s,Adult,Firearm,Sheriff,Stranger,-1,0.6554384203076891,34.456157969231086,1,Relationship Grouped_Unknown,State_California,Relationship Grouped_Stranger,Relationship Grouped_Known,Decade_2000s
Rhodes Island,April,Male,White,0,0,1980s,Adult,Knife,Municipal,Unknown,2,0.19733111402204384,80.26688859779561,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
Washington,September,Female,White,0,1,2000s,Teen,Personal Violence,Municipal,Known,-1,0.9716817699858564,2.8318230014143584,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2000s,Victim Age Group_Teen,Relationship Grouped_Intimate Partner
California,February,Male,White,0,1,1980s,Senior,Firearm,Municipal,Stranger,-1,0.6131749655380159,38.68250344619841,1,Relationship Grouped_Unknown,State_California,Relationship Grouped_Known,Relationship Grouped_Stranger,Decade_2000s
Tennessee,October,Male,Black,0,0,2000s,Senior,Unknown,Municipal,Unknown,1,0.22361526941918441,77.63847305808156,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Tennessee,Decade_2000s,Weapon Grouped_Unknown
Texas,February,Male,Black,0,1,2000s,Adult,Firearm,Sheriff,Known,-1,0.9697942853380312,3.02057146619688,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_Sheriff,State_Texas,Decade_2000s
Texas,October,Female,White,0,1,1990s,Adult,Firearm,Municipal,Unknown,-1,0.1892290513227386,81.07709486772615,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger,State_Texas
Colorado,June,Male,White,0,1,1980s,Adult,Firearm,Municipal,Work Related,-1,0.8951002761975383,10.489972380246172,1,Relationship Grouped_Unknown,Relationship Grouped_Work Related,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Victim Race_White
New Jersey,August,Male,White,0,1,2000s,Young Adult,Firearm,Municipal,Known,-1,0.9429086956060597,5.709130439394033,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2000s,Relationship Grouped_Intimate Partner,State_New Jersey
Alabama,December,Male,Black,0,1,1990s,Young Adult,Knife,Municipal,Unknown,-1,0.22021055369921427,77.97894463007857,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger
Connecticut,May,Male,Black,0,1,1980s,Adult,Firearm,Municipal,Known,-1,0.9223051190679581,7.769488093204191,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,State_New York,Decade_2000s
North Carolina,June,Male,Black,0,1,1990s,Young Adult,Knife,Sheriff,Known,-1,0.9763516109455539,2.3648389054446053,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Agency Grouped_Sheriff,State_North Carolina
Ohio,June,Male,White,0,1,1990s,Adult,Knife,Municipal,Known,-1,0.9663519057179663,3.3648094282033747,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Relationship Grouped_Intimate Partner,Decade_1990s
Connecticut,December,Male,White,0,0,1990s,Young Adult,Firearm,Municipal,Unknown,0,0.19661958132667168,80.33804186733283,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,Victim Race_White
Georgia,June,Male,Black,0,1,2000s,Child,Knife,Municipal,Known,-1,0.9755021668736179,2.449783312638209,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Victim Age Group_Child,Weapon Grouped_Knife,Decade_2000s
South Carolina,November,Male,Black,0,1,1990s,Adult,Firearm,Sheriff,Known,-1,0.9871407529329597,1.2859247067040347,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_South Carolina,Agency Grouped_Sheriff,State_California
Louisiana,November,Male,Black,0,1,2010s,Young Adult,Firearm,Municipal,Stranger,-1,0.8448269028740707,15.517309712592937,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Decade_2010s,Relationship Grouped_Known,State_California
Georgia,August,Female,Black,0,1,2000s,Adult,Knife,Municipal,Known,-1,0.9545482157940394,4.54517842059606,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Decade_2000s,Relationship Grouped_Intimate Partner
Missouri,July,Male,Black,0,1,1990s,Adult,Firearm,Sheriff,Known,-1,0.9592619245358875,4.07380754641124,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_Sheriff,State_California,Relationship Grouped_Intimate Partner
Maryland,April,Male,Black,0,0,2010s,Young Adult,Firearm,Municipal,Unknown,4,0.18138463361693336,81.86153663830666,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Decade_2010s,Relationship Grouped_Intimate Partner
California,November,Male,White,0,0,1990s,Adult,Firearm,Municipal,Stranger,0,0.6092068511166004,39.07931488833996,1,Relationship Grouped_Unknown,State_California,Relationship Grouped_Known,Relationship Grouped_Stranger,Decade_2000s
New Jersey,December,Female,White,0,1,1980s,Young Adult,Knife,Municipal,Family,-1,0.8129645602255523,18.70354397744477,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Weapon Grouped_Knife,State_New Jersey
Michigan,November,Male,Black,0,1,1980s,Adult,Firearm,Municipal,Unknown,-1,0.17718534299582556,82.28146570041744,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,Victim Race_White
Pennsylvania,June,Male,Black,0,1,1990s,Young Adult,Firearm,Municipal,Stranger,-1,0.8951964476638146,10.480355233618543,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,State_Pennsylvania,Relationship Grouped_Known,State_California
Connecticut,December,Female,Black,0,1,1980s,Young Adult,Knife,Municipal,Known,-1,0.9248197743063525,7.518022569364743,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Relationship Grouped_Intimate Partner,Decade_2000s
Ohio,November,Male,Black,0,1,2010s,Young Adult,Firearm,Municipal,Unknown,-1,0.1905573003670682,80.94426996329318,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Decade_2010s,Relationship Grouped_Intimate Partner
New Mexico,March,Male,Black,0,0,2000s,Young Adult,Firearm,Municipal,Unknown,4,0.19480187769986657,80.51981223001334,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,Decade_2000s
Missouri,April,Male,White,0,0,1990s,Adult,Unknown,Municipal,Unknown,0,0.16403081170319078,83.59691882968092,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Weapon Grouped_Unknown,Relationship Grouped_Intimate Partner
Florida,March,Male,White,0,1,1980s,Adult,Firearm,Sheriff,Family,-1,0.8357928032413535,16.42071967586465,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Florida,Agency Grouped_Sheriff,Relationship Grouped_Intimate Partner
Texas,April,Female,White,0,1,2010s,Adult,Knife,Municipal,Unknown,-1,0.30040751309590863,69.95924869040914,0,Relationship Grouped_Unknown,Decade_2010s,Relationship Grouped_Known,Weapon Grouped_Knife,Relationship Grouped_Intimate Partner
West Virginia,May,Male,White,0,1,2000s,Adult,Firearm,State,Unknown,-1,0.4350493131248262,56.49506868751738,0,Relationship Grouped_Unknown,Agency Grouped_State,State_West Virginia,Relationship Grouped_Known,Decade_2000s
Kentucky,November,Male,White,0,1,1980s,Teen,Firearm,State,Known,-1,0.9473901636568096,5.260983634319043,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_State,Victim Age Group_Teen,Relationship Grouped_Intimate Partner
Texas,July,Female,White,1,1,1990s,Adult,Firearm,Sheriff,Family,-1,0.8906263003508925,10.937369964910749,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Victim Count,Relationship Grouped_Intimate Partner,Agency Grouped_Sheriff
California,March,Male,Native American/Alaska Native,0,1,1990s,Adult,Firearm,Sheriff,Stranger,-1,0.6679179803504596,33.20820196495404,1,Relationship Grouped_Unknown,State_California,Relationship Grouped_Stranger,Relationship Grouped_Known,Victim Race_Native American/Alaska Native
Mississippi,September,Male,White,0,1,1990s,Adult,Firearm,Municipal,Known,-1,0.9524616994455574,4.753830055444265,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Mississippi,Relationship Grouped_Intimate Partner,State_California
Florida,December,Female,White,0,0,1980s,Adult,Firearm,Sheriff,Unknown,2,0.3350780917608043,66.49219082391957,0,Relationship Grouped_Unknown,State_Florida,Relationship Grouped_Known,Agency Grouped_Sheriff,Relationship Grouped_Intimate Partner
Pennsylvania,February,Male,Black,0,1,2010s,Teen,Unknown,Municipal,Unknown,-1,0.3334685613217254,66.65314386782745,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Pennsylvania,Victim Age Group_Teen,Decade_2010s
Wisconsin,December,Male,White,0,0,1980s,Senior,Unknown,Municipal,Unknown,2,0.1954298522958966,80.45701477041034,0,Relationship Grouped_Unknown,State_Wisconsin,Relationship Grouped_Known,Weapon Grouped_Unknown,Relationship Grouped_Stranger
North Dakota,January,Female,White,3,1,1990s,Teen,Firearm,Sheriff,Family,-1,0.8679866385410573,13.20133614589427,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Victim Count,Relationship Grouped_Intimate Partner,Agency Grouped_Sheriff
New York,June,Male,Black,1,0,1990s,Adult,Firearm,Municipal,Unknown,3,0.18146428816933602,81.85357118306639,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_New York,Relationship Grouped_Stranger,Victim Count
New York,October,Male,White,0,0,1980s,Adult,Firearm,Municipal,Stranger,2,0.5422251120537276,45.777488794627246,1,Relationship Grouped_Unknown,State_New York,Relationship Grouped_Known,Relationship Grouped_Stranger,Decade_2000s
Kentucky,July,Female,White,0,0,1990s,Senior,Firearm,Municipal,Unknown,0,0.18712201388713257,81.28779861128675,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger,Victim Race_White
Wisconsin,October,Female,White,0,1,2000s,Adult,Firearm,Sheriff,Intimate Partner,-1,0.9771564963436417,2.2843503656358335,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,State_Wisconsin,Relationship Grouped_Known,Agency Grouped_Sheriff
Iowa,October,Female,White,0,1,2010s,Adult,Firearm,Municipal,Intimate Partner,-1,0.9880562549887086,1.194374501129138,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Decade_2010s,Relationship Grouped_Known,Victim Sex_Male
Illinois,December,Male,Black,0,0,1990s,Young Adult,Firearm,Municipal,Unknown,0,0.15458732085348204,84.5412679146518,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,State_Illinois
South Carolina,May,Male,Black,0,1,2000s,Young Adult,Firearm,Sheriff,Known,-1,0.9899990442704346,1.0000955729565377,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_South Carolina,Agency Grouped_Sheriff,Decade_2000s
California,July,Male,White,0,0,1980s,Adult,Knife,Sheriff,Unknown,2,0.21967276125051738,78.03272387494826,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,State_California,Relationship Grouped_Intimate Partner
Virginia,May,Male,Black,0,1,1990s,Senior,Blunt Object,Sheriff,Family,-1,0.8510491824393732,14.895081756062675,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Virginia,Agency Grouped_Sheriff,Relationship Grouped_Intimate Partner
Alabama,October,Female,Black,0,1,1990s,Young Adult,Knife,Municipal,Known,-1,0.9512835906163091,4.871640938369088,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Relationship Grouped_Intimate Partner,Decade_1990s
Nebraska,June,Female,White,0,1,2000s,Adult,Unknown,Sheriff,Intimate Partner,-1,0.9610824529661477,3.8917547033852284,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Weapon Grouped_Unknown,Decade_2000s
Georgia,August,Male,Black,0,0,2010s,Adult,Firearm,County,Unknown,1,0.168721644556025,83.1278355443975,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Decade_2010s,Relationship Grouped_Intimate Partner
Texas,August,Male,White,0,1,2000s,Adult,Firearm,Municipal,Known,-1,0.9707249049754758,2.9275095024524234,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Texas,Decade_2000s,Relationship Grouped_Intimate Partner
Florida,November,Male,Black,0,1,2000s,Adult,Firearm,Municipal,Unknown,-1,0.30561258360972976,69.43874163902703,0,Relationship Grouped_Unknown,State_Florida,Relationship Grouped_Known,Relationship Grouped_Stranger,Decade_2000s
Indiana,May,Female,White,0,1,1980s,Senior,Firearm,Sheriff,Intimate Partner,-1,0.9772661458149411,2.273385418505893,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Agency Grouped_Sheriff,Victim Sex_Male
Washington,April,Female,White,0,1,1990s,Senior,Firearm,Sheriff,Family,-1,0.8501761701735482,14.982382982645179,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Agency Grouped_Sheriff,Victim Sex_Male
Pennsylvania,October,Male,White,0,1,2000s,Senior,Other,Municipal,Unknown,-1,0.27132118040742514,72.86788195925749,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Pennsylvania,Decade_2000s,Relationship Grouped_Stranger
Louisiana,April,Male,Black,0,1,2000s,Young Adult,Firearm,Municipal,Known,-1,0.9431641952641816,5.6835804735818405,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2000s,Relationship Grouped_Intimate Partner,Victim Race_White
Louisiana,January,Female,White,0,0,1990s,Adult,Blunt Object,Municipal,Unknown,0,0.15795424419770465,84.20457558022953,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger,Victim Race_White
Wisconsin,March,Male,Black,0,1,2000s,Young Adult,Firearm,Municipal,Unknown,-1,0.3117739709271635,68.82260290728365,0,Relationship Grouped_Unknown,State_Wisconsin,Relationship Grouped_Known,Decade_2000s,Relationship Grouped_Stranger
California,November,Male,White,0,0,1990s,Young Adult,Firearm,Municipal,Unknown,0,0.19825523913894838,80.17447608610516,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,State_California,Relationship Grouped_Stranger
